data/zheng/processed_interactions_p3/pro20_ade_p3_logs.csv,0.37423312883435583,{'same': (78, 0.5256410256410257), 'modify-1': (50, 0.28), 'modify-2': (35, 0.17142857142857143)}
data/zheng/processed_interactions_p3/pro21_ade_p3_logs.csv,0.48466257668711654,{'same': (78, 0.9615384615384616), 'modify-1': (50, 0.08), 'modify-2': (35, 0.0)}
data/zheng/processed_interactions_p3/pro17_ace_p3_logs.csv,0.5030674846625767,{'same': (78, 0.9487179487179487), 'modify-1': (50, 0.14), 'modify-2': (35, 0.02857142857142857)}
data/zheng/processed_interactions_p3/pro13_ace_p3_logs.csv,0.4785276073619632,{'same': (78, 0.9358974358974359), 'modify-1': (50, 0.1), 'modify-2': (35, 0.0)}
data/zheng/processed_interactions_p3/pro18_adf_p3_logs.csv,0.4785276073619632,{'same': (78, 0.9230769230769231), 'modify-1': (50, 0.04), 'modify-2': (35, 0.11428571428571428)}
data/zheng/processed_interactions_p3/pro15_ade_p3_logs.csv,0.48466257668711654,{'same': (78, 0.8974358974358975), 'modify-1': (50, 0.06), 'modify-2': (35, 0.17142857142857143)}
data/zheng/processed_interactions_p3/pro22_ade_p3_logs.csv,0.48466257668711654,{'same': (78, 0.9615384615384616), 'modify-1': (50, 0.04), 'modify-2': (35, 0.05714285714285714)}
data/zheng/processed_interactions_p3/pro25_acf_p3_logs.csv,0.48466257668711654,{'same': (78, 0.9487179487179487), 'modify-1': (50, 0.04), 'modify-2': (35, 0.08571428571428572)}
data/zheng/processed_interactions_p3/pro24_adf_p3_logs.csv,0.39263803680981596,{'same': (78, 0.6282051282051282), 'modify-1': (50, 0.12), 'modify-2': (35, 0.2571428571428571)}
data/zheng/processed_interactions_p3/pro23_acf_p3_logs.csv,0.48466257668711654,{'same': (78, 0.8846153846153846), 'modify-1': (50, 0.1), 'modify-2': (35, 0.14285714285714285)}
data/zheng/processed_interactions_p3/pro29_ace_p3_logs.csv,0.4785276073619632,{'same': (78, 0.9358974358974359), 'modify-1': (50, 0.1), 'modify-2': (35, 0.0)}
data/zheng/processed_interactions_p3/pro8_acf_p3_logs.csv,0.4601226993865031,{'same': (78, 0.8846153846153846), 'modify-1': (50, 0.04), 'modify-2': (35, 0.11428571428571428)}
data/zheng/processed_interactions_p3/pro9_acf_p3_logs.csv,0.49079754601226994,{'same': (78, 0.9743589743589743), 'modify-1': (50, 0.0), 'modify-2': (35, 0.11428571428571428)}
data/zheng/processed_interactions_p3/pro5_adf_p3_logs.csv,0.49079754601226994,{'same': (78, 0.9487179487179487), 'modify-1': (50, 0.02), 'modify-2': (35, 0.14285714285714285)}
data/zheng/processed_interactions_p3/pro3_ace_p3_logs.csv,0.4785276073619632,{'same': (78, 1.0), 'modify-1': (50, 0.0), 'modify-2': (35, 0.0)}
data/zheng/processed_interactions_p3/pro31_adf_p3_logs.csv,0.5153374233128835,{'same': (78, 0.9615384615384616), 'modify-1': (50, 0.04), 'modify-2': (35, 0.2)}
data/zheng/processed_interactions_p3/stu10_acf_p3_logs.csv,0.49079754601226994,{'same': (78, 0.9358974358974359), 'modify-1': (50, 0.06), 'modify-2': (35, 0.11428571428571428)}
data/zheng/processed_interactions_p3/stu11_adf_p3_logs.csv,0.4723926380368098,{'same': (78, 0.9615384615384616), 'modify-1': (50, 0.04), 'modify-2': (35, 0.0)}
data/zheng/processed_interactions_p3/stu13_acf_p3_logs.csv,0.4723926380368098,{'same': (78, 0.9358974358974359), 'modify-1': (50, 0.06), 'modify-2': (35, 0.02857142857142857)}
data/zheng/processed_interactions_p3/stu15_ade_p3_logs.csv,0.5214723926380368,{'same': (78, 0.9487179487179487), 'modify-1': (50, 0.12), 'modify-2': (35, 0.14285714285714285)}
data/zheng/processed_interactions_p3/stu17_ace_p3_logs.csv,0.4723926380368098,{'same': (78, 0.9358974358974359), 'modify-1': (50, 0.06), 'modify-2': (35, 0.02857142857142857)}
data/zheng/processed_interactions_p3/stu21_ace_p3_logs.csv,0.49079754601226994,{'same': (78, 0.9871794871794872), 'modify-1': (50, 0.04), 'modify-2': (35, 0.02857142857142857)}
data/zheng/processed_interactions_p3/stu24_ace_p3_logs.csv,0.4785276073619632,{'same': (78, 0.9615384615384616), 'modify-1': (50, 0.06), 'modify-2': (35, 0.0)}
data/zheng/processed_interactions_p3/stu26_ace_p3_logs.csv,0.4785276073619632,{'same': (78, 0.9615384615384616), 'modify-1': (50, 0.04), 'modify-2': (35, 0.02857142857142857)}
data/zheng/processed_interactions_p3/stu25_ace_p3_logs.csv,0.4785276073619632,{'same': (78, 0.9487179487179487), 'modify-1': (50, 0.04), 'modify-2': (35, 0.05714285714285714)}
data/zheng/processed_interactions_p3/stu29_ade_p3_logs.csv,0.4662576687116564,{'same': (78, 0.8717948717948718), 'modify-1': (50, 0.08), 'modify-2': (35, 0.11428571428571428)}
data/zheng/processed_interactions_p3/stu30_adf_p3_logs.csv,0.4662576687116564,{'same': (78, 0.8589743589743589), 'modify-1': (50, 0.08), 'modify-2': (35, 0.14285714285714285)}
data/zheng/processed_interactions_p3/stu36_adf_p3_logs.csv,0.4662576687116564,{'same': (78, 0.9102564102564102), 'modify-1': (50, 0.06), 'modify-2': (35, 0.05714285714285714)}
data/zheng/processed_interactions_p3/stu31_ade_p3_logs.csv,0.4662576687116564,{'same': (78, 0.9487179487179487), 'modify-1': (50, 0.0), 'modify-2': (35, 0.05714285714285714)}
data/zheng/processed_interactions_p3/stu37_adf_p3_logs.csv,0.5030674846625767,{'same': (78, 0.9743589743589743), 'modify-1': (50, 0.04), 'modify-2': (35, 0.11428571428571428)}
data/zheng/processed_interactions_p3/stu38_acf_p3_logs.csv,0.49079754601226994,{'same': (78, 0.9230769230769231), 'modify-1': (50, 0.08), 'modify-2': (35, 0.11428571428571428)}
data/zheng/processed_interactions_p3/stu39_adf_p3_logs.csv,0.4723926380368098,{'same': (78, 0.9358974358974359), 'modify-1': (50, 0.08), 'modify-2': (35, 0.0)}
data/zheng/processed_interactions_p3/stu3_acf_p3_logs.csv,0.49079754601226994,{'same': (78, 1.0), 'modify-1': (50, 0.02), 'modify-2': (35, 0.02857142857142857)}
data/zheng/processed_interactions_p3/stu4_ade_p3_logs.csv,0.49693251533742333,{'same': (78, 0.9487179487179487), 'modify-1': (50, 0.04), 'modify-2': (35, 0.14285714285714285)}
data/zheng/processed_interactions_p3/stu6_acf_p3_logs.csv,0.4723926380368098,{'same': (78, 0.9615384615384616), 'modify-1': (50, 0.02), 'modify-2': (35, 0.02857142857142857)}
data/zheng/processed_interactions_p3/stu7_ade_p3_logs.csv,0.5761904761904761,{'same': (133, 0.8872180451127819), 'modify-1': (18, 0.05555555555555555), 'modify-2': (52, 0.038461538461538464), 'modify-3': (7, 0.0)}
